Timestamp,League,Match,Market,Selection,Value Limit,Steam %,Steam Score,Strength,Kickoff Hours,Matchup ID,,,,,,,,,,,,,,,Entry Odds
12/07/2026 11:12:42,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,667","1,742","9,06","61,1",MEDIUM,"1,3",1632339845,,,,,,,,,,,,,,
12/07/2026 11:12:43,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,667","1,742","9,06","61,1",MEDIUM,"1,3",1632339845,,,,,,,,,,,,,,
12/07/2026 11:12:44,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,667","1,742","9,06","61,1",MEDIUM,"1,3",1632339845,,,,,,,,,,,,,,
12/07/2026 11:13:19,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,home 0.0,"1,699","1,794",11,"61,9",MEDIUM,"9,8",1632352108,,,,,,,,,,,,,,
12/07/2026 11:13:21,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,home 0.0,"1,699","1,794",11,"61,9",MEDIUM,"9,8",1632352108,,,,,,,,,,,,,,
12/07/2026 11:13:23,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,home 0.0,"1,699","1,794",11,"61,9",MEDIUM,"9,8",1632352108,,,,,,,,,,,,,,
12/07/2026 11:26:56,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,home 0.0,"1,704","1,796","10,74","60,4",MEDIUM,"9,6",1632352108,,,,,,,,,,,,,,
12/07/2026 11:26:59,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,home 0.0,"1,704","1,796","10,74","60,4",MEDIUM,"9,6",1632352108,,,,,,,,,,,,,,
12/07/2026 11:27:03,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,home 0.0,"1,704","1,796","10,74","60,4",MEDIUM,"9,6",1632352108,,,,,,,,,,,,,,
12/07/2026 11:33:37,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,671","1,744","8,84","67,1",MEDIUM,1,1632339845,,,,,,,,,,,,,,
12/07/2026 11:33:38,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,671","1,744","8,84","67,1",MEDIUM,1,1632339845,,,,,,,,,,,,,,
12/07/2026 11:33:43,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,671","1,744","8,84","67,1",MEDIUM,1,1632339845,,,,,,,,,,,,,,
12/07/2026 11:36:58,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,973","17,34","97,5",ELITE,"11,9",1632268433,,,,,,,,,,,,,,
12/07/2026 11:37:00,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,973","17,34","97,5",ELITE,"11,9",1632268433,,,,,,,,,,,,,,
12/07/2026 11:37:01,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,973","17,34","97,5",ELITE,"11,9",1632268433,,,,,,,,,,,,,,
12/07/2026 11:38:38,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,769","1,84","8,15","61,9",MEDIUM,"0,9",1632347558,,,,,,,,,,,,,,
12/07/2026 11:38:38,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,769","1,84","8,15","61,9",MEDIUM,"0,9",1632347558,,,,,,,,,,,,,,
12/07/2026 11:38:39,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,769","1,84","8,15","61,9",MEDIUM,"0,9",1632347558,,,,,,,,,,,,,,
12/07/2026 11:53:08,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,758","1,834","8,72","66,2",MEDIUM,"0,6",1632347558,,,,,,,,,,,,,,
12/07/2026 11:53:08,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,758","1,834","8,72","66,2",MEDIUM,"0,6",1632347558,,,,,,,,,,,,,,
12/07/2026 11:53:12,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,758","1,834","8,72","66,2",MEDIUM,"0,6",1632347558,,,,,,,,,,,,,,
12/07/2026 11:53:13,Iceland - Premier League,Fram Reykjavik vs Thor Akureyri,spread,home -2.0,"1,84","1,93","9,8","63,4",MEDIUM,"8,1",1632202684,,,,,,,,,,,,,,
12/07/2026 11:53:14,Iceland - Premier League,Fram Reykjavik vs Thor Akureyri,spread,home -2.0,"1,84","1,93","9,8","63,4",MEDIUM,"8,1",1632202684,,,,,,,,,,,,,,
12/07/2026 11:53:19,Iceland - Premier League,Fram Reykjavik vs Thor Akureyri,spread,home -2.0,"1,84","1,93","9,8","63,4",MEDIUM,"8,1",1632202684,,,,,,,,,,,,,,
12/07/2026 11:53:47,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,away -0.0,"1,719","1,824","11,94","67,1",MEDIUM,"11,6",1632268433,,,,,,,,,,,,,,
12/07/2026 11:53:50,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,away -0.0,"1,719","1,824","11,94","67,1",MEDIUM,"11,6",1632268433,,,,,,,,,,,,,,
12/07/2026 11:53:54,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,away -0.0,"1,719","1,824","11,94","67,1",MEDIUM,"11,6",1632268433,,,,,,,,,,,,,,
12/07/2026 12:03:30,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","1,992","16,28","91,6",ELITE,"11,5",1632268433,,,,,,,,,,,,,,
12/07/2026 12:03:30,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","1,992","16,28","91,6",ELITE,"11,5",1632268433,,,,,,,,,,,,,,
12/07/2026 12:03:32,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","1,992","16,28","91,6",ELITE,"11,5",1632268433,,,,,,,,,,,,,,
12/07/2026 12:03:40,Sweden - Allsvenskan,Vasteras vs Degerfors,spread,home -0.5,"1,885","1,977","9,81","66,2",MEDIUM,2,1632347572,,,,,,,,,,,,,,
12/07/2026 12:03:41,Sweden - Allsvenskan,Vasteras vs Degerfors,spread,home -0.5,"1,885","1,977","9,81","66,2",MEDIUM,2,1632347572,,,,,,,,,,,,,,
12/07/2026 12:03:42,Sweden - Allsvenskan,Vasteras vs Degerfors,spread,home -0.5,"1,885","1,977","9,81","66,2",MEDIUM,2,1632347572,,,,,,,,,,,,,,
12/07/2026 12:07:29,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,746","1,827","9,35",71,HIGH,"0,4",1632347558,,,,,,,,,,,,,,
12/07/2026 12:07:32,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,746","1,827","9,35",71,HIGH,"0,4",1632347558,,,,,,,,,,,,,,
12/07/2026 12:07:33,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,home 0.0,"1,746","1,827","9,35",71,HIGH,"0,4",1632347558,,,,,,,,,,,,,,
12/07/2026 12:12:30,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,979","17,72","99,7",ELITE,"11,3",1632268433,,,,,,,,,,,,,,
12/07/2026 12:12:31,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,979","17,72","99,7",ELITE,"11,3",1632268433,,,,,,,,,,,,,,
12/07/2026 12:12:34,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,979","17,72","99,7",ELITE,"11,3",1632268433,,,,,,,,,,,,,,
12/07/2026 12:19:22,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,away -0.0,"1,962","2,069","10,82","82,2",HIGH,"0,2",1632339845,,,,,,,,,,,,,,
12/07/2026 12:19:23,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,away -0.0,"1,962","2,069","10,82","82,2",HIGH,"0,2",1632339845,,,,,,,,,,,,,,
12/07/2026 12:19:27,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,away -0.0,"1,962","2,069","10,82","82,2",HIGH,"0,2",1632339845,,,,,,,,,,,,,,
12/07/2026 12:22:42,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,away -0.0,"1,704","1,796","10,74","60,4",MEDIUM,"11,1",1632268433,,,,,,,,,,,,,,
12/07/2026 12:22:42,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,away -0.0,"1,704","1,796","10,74","60,4",MEDIUM,"11,1",1632268433,,,,,,,,,,,,,,
12/07/2026 12:22:44,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"11,1",1632268433,,,,,,,,,,,,,,
12/07/2026 12:22:44,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"11,1",1632268433,,,,,,,,,,,,,,
12/07/2026 12:22:48,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,away -0.0,"1,704","1,796","10,74","60,4",MEDIUM,"11,1",1632268433,,,,,,,,,,,,,,
12/07/2026 12:22:50,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"11,1",1632268433,,,,,,,,,,,,,,
12/07/2026 12:23:31,Sweden - Allsvenskan,Vasteras vs Degerfors,spread,home -0.5,"1,893","1,977","8,99","60,7",MEDIUM,"1,6",1632347572,,,,,,,,,,,,,,
12/07/2026 12:23:32,Sweden - Allsvenskan,Vasteras vs Degerfors,spread,home -0.5,"1,893","1,977","8,99","60,7",MEDIUM,"1,6",1632347572,,,,,,,,,,,,,,
12/07/2026 12:23:35,Sweden - Allsvenskan,Vasteras vs Degerfors,spread,home -0.5,"1,893","1,977","8,99","60,7",MEDIUM,"1,6",1632347572,,,,,,,,,,,,,,
12/07/2026 12:24:27,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,away -0.0,"1,87","1,978","11,04","83,9",HIGH,"0,1",1632347558,,,,,,,,,,,,,,
12/07/2026 12:24:28,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,away -0.0,"1,87","1,978","11,04","83,9",HIGH,"0,1",1632347558,,,,,,,,,,,,,,
12/07/2026 12:24:28,Korea Republic - K League 2,Busan IPark vs Gimpo,spread,away -0.0,"1,87","1,978","11,04","83,9",HIGH,"0,1",1632347558,,,,,,,,,,,,,,
12/07/2026 12:24:42,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,725","1,797","8,49","64,5",MEDIUM,"0,1",1632339845,,,,,,,,,,,,,,
12/07/2026 12:24:43,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,725","1,797","8,49","64,5",MEDIUM,"0,1",1632339845,,,,,,,,,,,,,,
12/07/2026 12:24:44,Korea Republic - K League 1,FC Seoul vs Gangwon FC,spread,home 0.0,"1,725","1,797","8,49","64,5",MEDIUM,"0,1",1632339845,,,,,,,,,,,,,,
12/07/2026 12:33:08,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,11,1632268433,,,,,,,,,,,,,,
12/07/2026 12:33:09,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,11,1632268433,,,,,,,,,,,,,,
12/07/2026 12:33:12,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,11,1632268433,,,,,,,,,,,,,,
12/07/2026 12:45:11,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,8",1632268433,,,,,,,,,,,,,,
12/07/2026 12:45:13,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,8",1632268433,,,,,,,,,,,,,,
12/07/2026 12:45:14,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,8",1632268433,,,,,,,,,,,,,,
12/07/2026 12:55:24,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"10,6",1632268433,,,,,,,,,,,,,,
12/07/2026 12:55:24,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"10,6",1632268433,,,,,,,,,,,,,,
12/07/2026 12:55:25,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"10,6",1632268433,,,,,,,,,,,,,,
12/07/2026 13:05:19,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,4",1632268433,,,,,,,,,,,,,,
12/07/2026 13:05:20,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,4",1632268433,,,,,,,,,,,,,,
12/07/2026 13:05:22,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,4",1632268433,,,,,,,,,,,,,,
12/07/2026 13:09:04,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,9",1632352108,,,,,,,,,,,,,,
12/07/2026 13:09:07,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,9",1632352108,,,,,,,,,,,,,,
12/07/2026 13:09:09,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,9",1632352108,,,,,,,,,,,,,,
12/07/2026 13:17:32,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"10,2",1632268433,,,,,,,,,,,,,,
12/07/2026 13:17:35,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"10,2",1632268433,,,,,,,,,,,,,,
12/07/2026 13:17:36,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"10,2",1632268433,,,,,,,,,,,,,,
12/07/2026 13:22:31,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"7,7",1632352108,,,,,,,,,,,,,,
12/07/2026 13:22:31,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"7,7",1632352108,,,,,,,,,,,,,,
12/07/2026 13:22:33,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"7,7",1632352108,,,,,,,,,,,,,,
12/07/2026 13:26:20,Argentina - Primera B Nacional,Gimnasia Jujuy vs Chacarita Juniors,spread,away 0.5,"1,699","1,821","13,8","77,6",HIGH,"6,6",1632388714,,,,,,,,,,,,,,
12/07/2026 13:26:21,Argentina - Primera B Nacional,Gimnasia Jujuy vs Chacarita Juniors,spread,away 0.5,"1,699","1,821","13,8","77,6",HIGH,"6,6",1632388714,,,,,,,,,,,,,,
12/07/2026 13:26:21,Argentina - Primera B Nacional,Gimnasia Jujuy vs Chacarita Juniors,spread,away 0.5,"1,699","1,821","13,8","77,6",HIGH,"6,6",1632388714,,,,,,,,,,,,,,
12/07/2026 13:26:22,Argentina - Primera B Nacional,Gimnasia Jujuy vs Chacarita Juniors,spread,home -0.5,"1,746","1,985","19,91",100,ELITE,"6,6",1632388714,,,,,,,,,,,,,,
12/07/2026 13:26:24,Argentina - Primera B Nacional,Gimnasia Jujuy vs Chacarita Juniors,spread,home -0.5,"1,746","1,985","19,91",100,ELITE,"6,6",1632388714,,,,,,,,,,,,,,
12/07/2026 13:26:25,Argentina - Primera B Nacional,Gimnasia Jujuy vs Chacarita Juniors,spread,home -0.5,"1,746","1,985","19,91",100,ELITE,"6,6",1632388714,,,,,,,,,,,,,,
12/07/2026 13:27:53,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,1",1632268433,,,,,,,,,,,,,,
12/07/2026 13:27:54,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,1",1632268433,,,,,,,,,,,,,,
12/07/2026 13:27:55,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"10,1",1632268433,,,,,,,,,,,,,,
12/07/2026 13:31:34,MLB,Chicago White Sox vs Athletics,moneyline,home ,-118,,"3,23",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 13:31:36,MLB,Chicago White Sox vs Athletics,moneyline,away ,107,,"3,5",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 13:32:54,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,5",1632352108,,,,,,,,,,,,,,
12/07/2026 13:32:57,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,5",1632352108,,,,,,,,,,,,,,
12/07/2026 13:32:57,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,5",1632352108,,,,,,,,,,,,,,
12/07/2026 13:33:39,MLB,Washington Nationals vs New York Yankees,total,over 9.5,104,,"3,01",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 13:38:03,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,9",1632268433,,,,,,,,,,,,,,
12/07/2026 13:38:04,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,9",1632268433,,,,,,,,,,,,,,
12/07/2026 13:38:05,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,9",1632268433,,,,,,,,,,,,,,
12/07/2026 13:43:06,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"7,3",1632352108,,,,,,,,,,,,,,
12/07/2026 13:43:06,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"7,3",1632352108,,,,,,,,,,,,,,
12/07/2026 13:43:07,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"7,3",1632352108,,,,,,,,,,,,,,
12/07/2026 13:46:54,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"9,7",1632268433,,,,,,,,,,,,,,
12/07/2026 13:46:54,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"9,7",1632268433,,,,,,,,,,,,,,
12/07/2026 13:46:55,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"9,7",1632268433,,,,,,,,,,,,,,
12/07/2026 13:52:51,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,1",1632352108,,,,,,,,,,,,,,
12/07/2026 13:52:53,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,1",1632352108,,,,,,,,,,,,,,
12/07/2026 13:52:54,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"7,1",1632352108,,,,,,,,,,,,,,
12/07/2026 13:57:18,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,6",1632268433,,,,,,,,,,,,,,
12/07/2026 13:57:18,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,6",1632268433,,,,,,,,,,,,,,
12/07/2026 13:57:18,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,6",1632268433,,,,,,,,,,,,,,
12/07/2026 14:03:54,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,7,1632352108,,,,,,,,,,,,,,
12/07/2026 14:03:56,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,7,1632352108,,,,,,,,,,,,,,
12/07/2026 14:03:56,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,7,1632352108,,,,,,,,,,,,,,
12/07/2026 14:05:51,MLB,Detroit Tigers vs Philadelphia Phillies,total,over 7.0,-107,,"3,89",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 14:05:54,MLB,Detroit Tigers vs Philadelphia Phillies,total,under 7.0,-105,,"3,35",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 14:07:38,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"9,4",1632268433,,,,,,,,,,,,,,
12/07/2026 14:07:39,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"9,4",1632268433,,,,,,,,,,,,,,
12/07/2026 14:07:40,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"9,4",1632268433,,,,,,,,,,,,,,
12/07/2026 14:14:20,Brazil - Serie B,Operario Ferroviario vs Gremio Novorizontino,spread,away 0.5,"1,719","1,804","9,95","67,2",MEDIUM,"1,8",1632345808,,,,,,,,,,,,,,
12/07/2026 14:14:21,Brazil - Serie B,Operario Ferroviario vs Gremio Novorizontino,spread,away 0.5,"1,719","1,804","9,95","67,2",MEDIUM,"1,8",1632345808,,,,,,,,,,,,,,
12/07/2026 14:14:21,Brazil - Serie B,Operario Ferroviario vs Gremio Novorizontino,spread,away 0.5,"1,719","1,804","9,95","67,2",MEDIUM,"1,8",1632345808,,,,,,,,,,,,,,
12/07/2026 14:14:22,Brazil - Serie B,Operario Ferroviario vs Gremio Novorizontino,spread,home -0.5,"1,82","1,914","10,34","69,8",MEDIUM,"1,8",1632345808,,,,,,,,,,,,,,
12/07/2026 14:14:23,Brazil - Serie B,Operario Ferroviario vs Gremio Novorizontino,spread,home -0.5,"1,82","1,914","10,34","69,8",MEDIUM,"1,8",1632345808,,,,,,,,,,,,,,
12/07/2026 14:14:23,Brazil - Serie B,Operario Ferroviario vs Gremio Novorizontino,spread,home -0.5,"1,82","1,914","10,34","69,8",MEDIUM,"1,8",1632345808,,,,,,,,,,,,,,
12/07/2026 14:14:25,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"6,8",1632352108,,,,,,,,,,,,,,
12/07/2026 14:14:27,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"6,8",1632352108,,,,,,,,,,,,,,
12/07/2026 14:14:27,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","2,031","17,96",100,ELITE,"6,8",1632352108,,,,,,,,,,,,,,
12/07/2026 14:18:14,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,2",1632268433,,,,,,,,,,,,,,
12/07/2026 14:18:14,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,2",1632268433,,,,,,,,,,,,,,
12/07/2026 14:18:19,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,99","18,48",100,ELITE,"9,2",1632268433,,,,,,,,,,,,,,
12/07/2026 14:23:55,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"6,6",1632352108,,,,,,,,,,,,,,
12/07/2026 14:23:56,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"6,6",1632352108,,,,,,,,,,,,,,
12/07/2026 14:23:57,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,855","2,05","16,06","90,4",ELITE,"6,6",1632352108,,,,,,,,,,,,,,
12/07/2026 14:34:18,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","1,915","11,13","62,6",MEDIUM,"6,5",1632352108,,,,,,,,,,,,,,
12/07/2026 14:34:20,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","1,915","11,13","62,6",MEDIUM,"6,5",1632352108,,,,,,,,,,,,,,
12/07/2026 14:34:21,Brazil - Serie B,Sao Bernardo vs Cuiaba,spread,away -0.0,"1,813","1,915","11,13","62,6",MEDIUM,"6,5",1632352108,,,,,,,,,,,,,,
12/07/2026 14:35:04,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"8,9",1632268433,,,,,,,,,,,,,,
12/07/2026 14:35:06,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"8,9",1632268433,,,,,,,,,,,,,,
12/07/2026 14:35:09,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,8","2,003","17,05","95,9",ELITE,"8,9",1632268433,,,,,,,,,,,,,,
12/07/2026 14:40:29,Sweden - Allsvenskan,Brommapojkarna vs Sirius,spread,away -0.5,"1,781","1,916","14,38",97,ELITE,"1,9",1632347583,,,,,,,,,,,,,,
12/07/2026 14:40:30,Sweden - Allsvenskan,Brommapojkarna vs Sirius,spread,away -0.5,"1,781","1,916","14,38",97,ELITE,"1,9",1632347583,,,,,,,,,,,,,,
12/07/2026 14:40:30,Sweden - Allsvenskan,Brommapojkarna vs Sirius,spread,away -0.5,"1,781","1,916","14,38",97,ELITE,"1,9",1632347583,,,,,,,,,,,,,,
12/07/2026 14:45:07,MLB,Baltimore Orioles vs Kansas City Royals,total,over 9.5,-110,,"4,55",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 14:45:09,MLB,Baltimore Orioles vs Kansas City Royals,total,under 9.5,-102,,"4,62",BRONZE,BRONZE,,,,,,,,,,,,,,,,
12/07/2026 14:45:32,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,979","17,72","99,7",ELITE,"8,8",1632268433,,,,,,,,,,,,,,
12/07/2026 14:45:34,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,979","17,72","99,7",ELITE,"8,8",1632268433,,,,,,,,,,,,,,
12/07/2026 14:45:37,Uruguay - Primera Division,Racing Club de Montevideo vs Penarol,spread,home 0.0,"1,769","1,979","17,72","99,7",ELITE,"8,8",1632268433,,,,,,,,,,,,,,
